id,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,price,pred
15,8231.632044198002,8244.856600368477,8239.671623043701,8247.735514824733,8227.425155949308,8321.551324860293,8319.598,3389,8316.097916216335
16,3442.4471860210733,3453.1496268566584,3471.957578559098,3474.5063485066594,3477.712319656664,3436.2433730231196,3413.2266,3963,3431.269174035638
17,9306.011228729336,9311.964646725975,9330.82340424423,9334.974789440314,9322.142394012759,9280.379193709468,8123.223,36783,8880.20907523808
18,2653.900212932606,2688.186636104666,2694.325408514037,2691.6621744383447,2695.364729648163,2693.5403058735324,2641.7004,3289,2676.8329148428606
19,8036.491412185147,8096.629816255411,8131.544951070576,8125.989121526724,8141.705176246957,8103.580652062908,7975.5903,27556,8063.44747159192
20,4029.203091505789,4048.284195053159,4082.523120334846,4078.168099439941,4082.902178905714,4048.9549349270615,4304.5527,4688,4141.096814472582
21,3136.9769971972464,3159.2838577209254,3165.1448708620637,3165.305915024975,3164.4549098586876,3139.076184556181,2998.415,3907,3092.534672176172
22,8604.818362946902,8642.022940192106,8622.614246279132,8624.583727248159,8619.022830493948,8609.574102741459,8390.64,20237,8535.240212869756
23,18853.833237364946,18879.474890565893,18745.929160048567,18766.599240748885,18739.434347942166,18909.32088658275,19125.797,37763,18974.885408460068
24,6810.146179477131,6839.8896874505535,6781.5487972587025,6784.263845109019,6778.436045976073,6792.273985173185,6739.533,7271,6773.832011104781
25,8057.924311582763,8079.526167341422,8078.501110771298,8082.685422268699,8068.079449570367,8110.84361879194,8086.3013,11945,8100.894314514269
26,5900.012193144119,5936.079002720075,5925.933965722539,5926.590652491566,5931.828826257777,5919.619636653463,5750.292,9235,5862.4590781833
27,11740.88160434657,11769.824585325976,11710.539241281429,11719.334921718826,11702.563647228268,11755.073339264032,12216.523,15940,11913.843345591156
28,5544.574112246835,5538.805067700555,5538.767080485593,5543.943769016369,5544.660078599641,5515.8686078819555,5496.1475,16337,5510.53213490507
29,5092.772905652562,5110.967121671671,5106.724242169888,5107.573698921944,5103.62384302459,5109.315931177798,5300.761,7264,5176.5123627054045
30,7926.055190744468,7907.736540926561,7905.318111221512,7910.998553485485,7897.501973648955,7906.6544054204,7859.557,31696,7889.349158957185
31,5151.750959628755,5179.458019370197,5168.339390959489,5168.033378516912,5167.7755344315165,5190.5751619106395,5192.8135,14750,5190.912389844015
32,2858.93131129605,2870.4959249242165,2860.372260707412,2860.432116431275,2857.706572355296,2858.462352922803,2835.6348,1406,2850.8953086992833
33,4653.683589076212,4682.121297563043,4668.2597264088445,4664.160370373082,4660.54817529533,4703.949916769385,4509.767,6063,4634.616594293254
34,8040.38718657101,8005.282388006249,8011.6517619747465,8022.070211426522,8003.809695940805,8010.444327760705,8271.1045,8432,8100.200876087609
35,8640.39700337797,8606.717206248088,8631.749601166766,8645.757825839173,8639.778642019402,8495.62160828671,8196.435,8403,8399.347072687311
36,6991.99184073725,7004.777806720104,7001.423640587474,7004.849616804473,7001.101104426036,6989.590897164283,7215.1133,16079,7069.533029370237
37,10571.392573157016,10650.514626411821,10595.08076156813,10597.510471662961,10581.85930957701,10728.721818264074,10059.152,23375,10489.109345505029
38,15906.31677547054,15989.755885093165,16025.884273089596,16019.71065158999,16043.750198948612,16125.928090604497,16672.342,6655,16314.151089305107
39,3606.2226135911224,3615.4768599287204,3610.8758417746412,3612.1364396491745,3609.635407580412,3595.248963086505,3448.6187,7142,3545.3990943501167
40,3861.8718320236117,3888.0832457188144,3873.942192329073,3875.270150725646,3875.030905514426,3878.6667757996947,3865.497,6411,3874.7368845975184
41,19039.77921796583,19143.20138245538,19036.066365039413,19045.507426184955,19017.413453335765,19231.11368145979,19696.451,20514,19384.002522200528
42,3048.483865739468,3076.091164688881,3058.419613703668,3056.6290231788644,3055.7967561796313,3059.6336823094957,3132.698,6205,3085.81084477028
43,12608.372392289448,12699.699555504754,12679.537258139655,12671.221088086733,12691.883456251411,12715.35933362847,12322.199,17873,12579.480648373032
44,5242.009456324398,5237.412255874311,5222.746673360854,5227.120126073774,5221.916608726023,5223.680574126438,5316.27,5077,5255.713971340308
45,19870.809491227592,19991.41928441727,20117.630991848462,20101.43581465244,20107.173928966182,20142.700551678186,19650.873,46743,19974.538036218444
46,3796.8928027394595,3802.750838224266,3749.823672861665,3753.3657116875356,3747.3559423143165,3760.7278710663722,3565.4692,1027,3691.7461269587952
47,4115.606483795306,4105.304848276565,4081.7660136651557,4089.027359790452,4080.4848860436655,4078.7723124119625,3936.1904,11054,4028.8102617279314
48,4206.508023823682,4192.379615565588,4181.599615339215,4189.312452761091,4182.345969943305,4166.023312233979,4045.3525,8435,4124.5265622099405
49,8461.98138441938,8484.501301570266,8458.785557715139,8459.810247781908,8455.944392299107,8421.315472657792,8420.013,19194,8423.777349018683
50,6228.726113579025,6258.959330300439,6252.960261042361,6252.824981323432,6253.759712042414,6270.239544414978,6166.556,8657,6234.134043988823
51,3270.248185417723,3273.9180050363434,3238.6473678151574,3242.9332856851697,3238.033182933385,3249.1275670441255,3296.637,10228,3264.98716632839
52,8336.068852181299,8408.57137356412,8407.081482749214,8404.617675215399,8410.113565741052,8424.972123744608,8309.221,16321,8386.282373884194
53,4709.132344161231,4745.627526924026,4745.659029171971,4743.816308005478,4743.421690494961,4771.744630428939,4373.4414,4486,4632.4900339608985
54,2631.0002380431047,2647.1537383682694,2678.2039642835844,2674.05602794269,2674.23275069073,2648.5468725785663,2849.4517,5293,2721.102225321728
55,12403.286359434385,12524.470730508152,12600.083204761966,12582.567125568448,12608.08045372883,12669.510843663365,12280.208,23954,12534.456338995227
56,5066.687467412419,5050.66134806198,5014.5062727378545,5023.645554568278,5017.589585945555,4992.585402075459,5028.489,6234,5005.910180515083
57,12947.717747975517,13033.718640839592,13018.26940055804,13009.914050643169,13010.27046840081,13130.477741639026,11756.733,8938,12647.069614572589
58,15551.533003604207,15555.893646124994,15431.287712128433,15449.155797385123,15423.755590020062,15578.336948115699,17367.58,13755,16192.565941160481
59,5070.093385818855,5071.049327555773,5078.964745871543,5081.680414113132,5076.38745887299,5056.453227443315,5238.5947,3718,5121.48358396113
60,8086.085580373343,8002.011209038665,7956.932988255579,7981.355605222519,7952.939508717427,7816.990528966376,7437.994,19077,7690.512484222602
61,2086.572621654969,2085.025968013339,2077.994282357637,2075.5117777427085,2076.075617949359,2079.6199302697864,2298.6045,4364,2155.6351258862983
62,7749.533285059084,7723.171437151375,7723.666492564291,7735.81639824173,7719.580849119492,7711.97832547283,7734.481,16145,7719.782793847618
63,6714.327150515748,6759.385638720582,6762.496484893043,6761.259180758838,6764.79919975924,6755.664317365537,6514.708,9561,6673.848245598089
64,2507.93455901336,2509.3313689781244,2513.3188933055335,2515.510902973443,2514.282827824317,2500.9250231323404,2236.7185,6507,2409.738399213699
65,7898.377090213532,7896.400244007833,7852.306909764864,7863.792136275836,7847.474123667079,7818.893818557467,7329.52,8359,7650.038751605199
66,3231.2274277732636,3234.8422110463016,3225.2402634809373,3227.2598646279125,3229.9450583880516,3222.940697149563,3407.6343,6207,3287.75733789995
67,8975.684811519775,9051.733483701772,8942.318383339474,8936.07041551453,8939.210526287648,8994.556680504527,8571.896,8216,8845.58628515767
68,4967.574795559596,4977.499747492368,4964.043537471941,4963.2195864870055,4960.833301971558,4968.944258917221,4952.7827,9778,4963.142647340947
69,3937.9336695584475,3947.105266069237,3903.701043619919,3907.388768019956,3899.2859872338418,3933.886147754006,3788.8916,13087,3881.3880459651164
70,8747.555149463522,8822.992096363718,8797.472809391862,8793.331674274936,8783.659741152578,8865.636948510173,8639.504,26359,8784.652935723028
71,8910.211670809898,9015.483739679301,9014.793751403846,9007.81640419022,9016.692824631864,8993.766671403402,8251.181,11384,8739.986190141863
72,2755.2761479975916,2747.7267877961963,2732.3627792880843,2737.027342204111,2732.5197528617737,2703.7444455989785,2890.6135,4081,2770.417330485072
73,5459.821424578292,5475.724426776475,5482.540864444661,5483.414542513723,5484.990500656906,5457.20661889053,5469.521,7564,5463.850669511664
74,7911.999167781746,7952.903081019791,7931.922733452855,7934.847084476476,7932.474346875357,7967.961112727275,7836.8477,7366,7921.485050935248
75,8150.603141002133,8192.53614592657,8178.923386290451,8176.73468969386,8181.54460186741,8167.743821614399,8156.496,17869,8166.024879843115
76,17834.017432996585,17945.820040853137,17827.675192396127,17833.208593578733,17837.46727299971,17899.5842619821,18119.188,39321,17975.429447957264
77,5037.9367492262345,5061.501743759285,5070.802430635356,5069.492015848569,5071.132040634917,5077.978007435267,5274.8374,5114,5147.143252999869
78,8339.470885362445,8356.667932441318,8355.107230048772,8361.64886670145,8356.205295840484,8346.084765158814,8390.64,12874,8363.062068950925
79,9009.480984057842,9055.967879065487,9054.203010309608,9053.52105502475,9052.779150400833,9027.584549217425,7989.8916,36691,8669.05158388602
80,5479.939148424986,5522.946342747324,5527.404903631139,5523.36942001091,5530.310133426697,5533.215921930038,5211.824,5172,5422.428671755544
81,7653.966904587458,7680.019163054497,7658.638125175247,7661.871448684046,7658.597681852849,7700.258637814715,7792.0454,17022,7730.588509923489
82,3061.6888514024063,3088.063681651313,3111.4532670288695,3108.822579543688,3114.2263614987824,3095.537333092507,2937.704,2154,3042.707705896894
83,13157.508920812834,13205.080734462048,13205.438131214873,13211.55010037431,13216.840904615545,13173.869953909212,15385.951,25896,13949.665879140657
84,3436.521045009929,3464.2237421382856,3469.2853732213152,3467.351183563142,3466.1199508396194,3483.837187828596,3515.317,5850,3494.862071952932
85,12102.586425360145,12118.814632352041,12080.921488147593,12093.262150784132,12085.394811745813,12079.208062518197,11434.546,14905,11855.29032834248
86,8301.61322167124,8336.667053919684,8434.993133023001,8431.09761640275,8438.209530240563,8433.837333764917,8271.1045,7577,8379.342266292779
87,3329.980497295085,3354.299292691538,3350.291150714337,3348.629417448954,3346.2914925501964,3364.725086247356,3178.6,11059,3299.6408533528247
88,5043.680958189645,5028.3314873423715,5023.209582870192,5030.086333705511,5029.087505723433,4986.2223261247445,5028.489,3492,5003.01929882533
89,3698.6234420896944,3696.9952171959067,3684.370778924417,3686.862154163607,3687.794216497197,3648.4521620974183,3662.0405,16507,3655.435253861338
90,7512.879549852163,7528.763360129869,7506.70283622476,7513.496265029128,7504.699524246995,7501.858459673486,7243.3784,8886,7412.574414037511
91,2692.01488932374,2692.4147381116472,2662.521018440476,2666.691822279238,2655.593383014041,2728.336277213067,2916.5703,7572,2789.551107965475
92,4942.909797906099,4951.977485848737,4930.816905900017,4933.182773897891,4931.892356117258,4924.8366410227645,4971.2964,3098,4941.679941112415
93,2607.0944983238032,2593.466691586292,2570.4531461688002,2576.919920760404,2570.0839623245292,2537.0108196194187,2912.4575,2276,2669.488043349337
94,5249.67766144805,5263.317562577865,5234.740831962102,5237.049314987116,5231.02960986887,5254.469183977486,5339.643,5740,5283.1745869836805
95,20906.385434208074,20959.83837289504,21029.430257983906,21029.590631062732,21022.809431616788,20941.048593695203,19919.125,30566,20592.613286816882
96,16927.51725848353,17018.621188896625,17049.2134715818,17043.19962722265,17062.00920889105,17118.438324394207,18043.666,24123,17440.784974537393
97,8682.528013329214,8792.894382945424,8781.101395954705,8772.578869510811,8789.015836842646,8753.715972560007,8492.632,7817,8668.494256450213
98,2637.7621312110773,2637.285845791643,2632.9053406995054,2635.6505347543634,2632.9879516865212,2635.5347356487923,2390.6284,3063,2549.9882691119683
99,6063.418999606133,6085.686309234921,6072.120508930619,6075.348179589774,6070.926750415269,6090.891203304931,6327.3115,5836,6172.971217661958
100,8087.054772780824,8081.856111075909,8058.38879609495,8065.911255632306,8057.1505215344105,8044.416766150442,8271.1045,8563,8124.126774107446
101,2546.802973215537,2539.467671792181,2531.4574409804145,2536.3348395896655,2531.3300327975458,2515.3023667578077,2577.151,7426,2537.6683703231242
102,18287.950161513523,18329.646765199497,18314.69571648921,18320.663355394077,18301.40844631094,18446.283439627477,19357.44,42154,18757.096535078083
103,9029.93618818293,9078.178377344131,9052.563406823157,9056.307727405907,9048.441272464177,9018.000129024327,8380.452,10601,8799.420934800608
104,17226.007255207332,17239.163252011655,17242.298346458127,17247.73442542898,17237.141229536097,17274.395543744165,18146.828,21529,17577.194195906526
105,5441.1566105217735,5496.643829140626,5503.7507851304135,5501.486662360575,5510.143952683959,5524.298986197765,5348.4854,4440,5464.028487687294
106,10736.722024625937,10745.832798305548,10690.395966992859,10701.22700838248,10675.988302727828,10725.128995755364,10378.396,10979,10601.78854628289
107,5156.90690820617,5187.339448961464,5181.280981999758,5182.6920487840125,5183.082042780434,5179.251323992235,5128.038,5852,5162.731314196263
108,6141.390990732658,6174.494522366657,6201.965607387274,6198.289826319773,6203.9053382308675,6191.558307136601,6012.715,8725,6131.295411806144
109,4119.026099865367,4152.464905689336,4135.81223790081,4135.911363768354,4132.715152819094,4145.225376971599,4266.142,5284,4187.855448648794
110,6137.7607405373765,6154.33955950624,6150.095466381867,6151.460186954742,6147.287703119292,6169.834934037404,6012.715,23657,6114.364250429538
111,7786.392321242568,7777.532154378613,7797.697111612008,7807.649265718974,7803.008066345579,7741.591117763691,7734.481,8386,7742.902186069026
112,5226.698840003202,5228.234854159503,5170.35738903783,5177.465691869494,5163.827305324008,5190.951202269697,5252.403,13881,5210.665893362126
113,2838.1475561083353,2842.23284001564,2833.1983450515822,2834.201825746707,2832.1909675041456,2835.8781356443837,2866.634,2336,2846.5144874474167
114,18386.181467563154,18448.344813134758,18420.902465205007,18420.540515770655,18413.391887408063,18512.18802747497,19236.684,18710,18761.078763250982
115,6966.266766994717,6997.233990801064,7010.974547953045,7010.132635644632,7007.024474309874,7004.220134231677,7363.9688,7294,7131.264565907295
116,6597.411082635431,6613.0538317288,6594.288018713136,6599.022227775826,6601.182145796275,6584.303642331592,6647.3667,8935,6607.711362405403
117,5672.141521226669,5696.666323970693,5703.498367158365,5701.929103270466,5701.145365489354,5720.289458379117,5637.1553,11467,5691.13277356726
118,6692.5619162374915,6714.585056642348,6715.577432283148,6716.156327001872,6717.765429531239,6689.015081560541,6722.3955,14478,6703.24977093711
119,7575.234215521155,7638.860436395798,7637.997578524533,7635.100446244569,7635.7004471683895,7638.320927079803,7091.321,8120,7449.812928270862
120,16395.156175273863,16420.869549546518,16409.874923352712,16418.317002055875,16427.173755908472,16403.929975308994,17367.58,25010,16742.054330049497
121,3910.4368576819834,3930.686703100436,3899.5722718218135,3899.1055040022193,3895.7332868889853,3935.169331510241,3698.0625,1533,3850.6361490058116
122,5756.822361237972,5794.384393512665,5767.7176062110575,5769.126594131656,5768.276416985663,5784.772551944323,5851.1094,3247,5808.11593325428
123,8022.989551914071,8069.653031638419,8093.0264249788215,8086.781920714455,8086.052413401969,8099.1671771284055,8119.035,29532,8107.306605159384
124,4261.485986743594,4281.2214397107555,4289.017465455955,4284.8518988865335,4283.410391117345,4282.158196641618,4290.0806,3288,4285.875493609161
125,8543.01554647574,8578.350489502422,8655.149699817273,8652.502924345652,8657.495021110459,8584.744826562197,8063.276,17791,8409.284877462294
126,2277.907116848331,2286.6557214072254,2280.645333202012,2280.647760822938,2279.0429439149857,2290.6607401470496,2258.129,1161,2278.925922928252
127,8770.123217419532,8807.194290086092,8734.825694909174,8738.90746314328,8733.684857995653,8737.048741772061,8492.632,22234,8652.550391677345
128,10670.104057378423,10686.36324619868,10624.533317918434,10632.668762676978,10614.52167896103,10696.677085301239,11578.933,50072,10999.89240760136
129,8390.21272553122,8447.51260740734,8430.770025199196,8427.608220431799,8430.142777630988,8396.287196086569,8390.64,6278,8398.405234927804
130,4486.929307444499,4482.48519355993,4465.1279256200305,4469.418271671657,4462.337976153278,4468.454177960201,4367.265,6008,4432.6775039762415
131,15256.897007295745,15245.955661093492,15282.359938429072,15300.296968388258,15300.10972092636,15320.209352629514,15847.429,32528,15502.705760042563
132,8513.080503159066,8571.856740083691,8553.234204234557,8550.28889826464,8544.96888434009,8600.785406202956,8309.221,12681,8497.89322232158
133,9203.062399099172,9227.169713328545,9144.78226620181,9154.817598282754,9134.919663270844,9161.372854143076,9208.429,24342,9176.954124050431
134,23277.306530889844,23364.380437072647,23309.595016782027,23320.191676598548,23313.09915110158,23298.891239687127,23129.725,18140,23243.854288991246
135,20839.703870710444,20961.790610533983,20954.53733759836,20960.94218109909,20970.7323414932,20860.602338237844,19650.873,21581,20449.876696931908
136,18811.889988999133,18866.964422949946,18907.817037986402,18907.557838253222,18899.602011559266,18932.83882311915,18991.596,17793,18953.98180664609
137,7458.062208625916,7463.619840746021,7451.652555458169,7457.8946965195555,7451.141171150499,7434.8668013591305,7379.4834,7533,7416.877121055422
138,18987.379091024755,19115.488171385106,19160.729271484583,19147.955017867203,19143.006095967343,19347.16732004358,19067.205,13083,19242.30765704787
139,5956.804425412866,6007.175895621414,6008.525219443103,6004.714564706657,6016.710833917615,6006.715016945957,5817.4136,10849,5942.89499419574
140,2777.5763208879916,2774.570822721095,2770.8813963600082,2773.21107606039,2770.041962729053,2755.6609219677075,2890.6135,3255,2803.569318185467
141,16830.897509432594,16865.64555494252,16763.519582372097,16775.644362751882,16759.0083932149,16893.07906406888,17771.06,20732,17191.878568695443
142,4957.3832776736635,4988.011940743862,4977.241648079304,4976.879246580564,4978.865024459322,5002.247124281391,4689.947,3226,4892.897952657538
143,4187.754654548762,4214.115935095506,4206.017970090695,4206.295400105657,4203.656664207098,4236.789530343427,4074.3635,4933,4179.105055963106
144,5435.104803221574,5455.216713704847,5467.532207634413,5465.762496620048,5467.749211375906,5449.86850991037,5128.167,5494,5339.60812390964
145,14000.085492045415,14002.548529121595,13819.46140868426,13834.194926235046,13831.380463546482,13843.616541192618,15408.607,29437,14387.214164596593
146,5517.365728155713,5508.67372563475,5482.289758783436,5489.033375095286,5478.2356075201915,5481.52831527925,5363.1553,5735,5439.805733137662
147,23868.84418114256,23967.309109649465,24004.067029116,23995.985931215546,23984.281490248326,23962.123556453396,23063.475,18419,23654.577617564773
148,2664.1823455945278,2668.7203879276785,2640.7031820102466,2643.374001588953,2638.6759892762434,2640.926330748509,2962.248,5568,2752.9208538165367
149,11728.31836854748,11815.691624961448,11898.733947639748,11890.948871042503,11914.107621410138,11869.459469846264,11790.756,36197,11848.156913670346
150,3342.042265193941,3380.185157753016,3356.1288124550983,3353.4311979012036,3354.4790156582185,3391.111200159778,3197.65,5339,3322.5875280417295
151,7179.014114320989,7203.423200030725,7186.194057934199,7189.778442932149,7184.112224702858,7173.558118653208,7035.518,6472,7127.033532551315
152,15119.704058208277,15173.533364788103,15123.587870882922,15134.983992877458,15132.90649705979,15215.623093352395,16492.332,18664,15657.409370215868
153,8003.23639217506,8004.950303632888,7972.225473536493,7981.327693119505,7970.125411872457,7981.961922940248,8390.64,6168,8123.870757501058
154,26266.897267240725,26359.137440213082,26342.00148614282,26372.71566896132,26349.699905288166,26140.833367391053,25628.945,37070,25979.387503021022
155,13472.131479529668,13481.360137549975,13467.380836893779,13479.989380903631,13463.66588333568,13491.15405311475,15894.865,28109,14328.464240708545
156,3867.108210734774,3879.8669376076455,3822.411960188824,3824.5825927697415,3819.794571977126,3835.1360243388335,3572.8408,22855,3742.8418757767054
157,6152.567893199059,6193.970363195402,6206.267005323702,6202.200864133638,6202.809547497404,6234.496704895846,6051.401,8146,6170.353225958958
158,7859.810441714756,7888.409120484571,7815.211298248209,7820.32868360728,7814.366240672721,7828.351631067639,7364.217,7197,7666.254554013309
159,2473.6873192777393,2502.631615448764,2506.3548984466106,2504.3206221429436,2506.7669986571004,2507.226356500865,2255.6665,3559,2420.5366218390955
160,7989.9988649419765,7987.034824009256,7967.878000629587,7971.224763316947,7970.989244153277,7928.825985283344,7993.222,8589,7953.63104720349
161,9326.793537717325,9365.639253534418,9359.669120737864,9358.517629331594,9356.321439053729,9340.903612537537,9401.971,21725,9364.670870634574
162,6389.812741928767,6409.434862186134,6412.940717139983,6414.408730394155,6412.862923250668,6416.783097280758,6501.364,7000,6446.867360761317
163,6086.094278245322,6110.417123308607,6103.1028089227975,6102.622670388565,6103.969101596647,6114.3565315185,6111.5254,13342,6113.551672794253
164,5071.107033836882,5102.818140653081,5053.582741108829,5052.834180799749,5039.131354417135,5103.899745338118,5137.916,4653,5112.949446713797
165,11160.730209267045,11257.648565996777,11228.257623952737,11216.985875619359,11220.808861499838,11291.240874778412,11829.257,20326,11477.85159939722
166,4608.575256771694,4642.8949361745035,4625.1543462997415,4623.000226596654,4624.9893713242445,4635.2167102279545,4298.144,3984,4518.130225876413
167,9257.132754784176,9336.74626787236,9366.084602556863,9357.07944570231,9358.577604331591,9425.857935185073,8706.99,16450,9174.24291022819
168,6542.972046578518,6536.416992673147,6497.739909693293,6503.190400821846,6495.022055363419,6476.180817106198,6502.7407,8708,6486.275925651523
169,5858.142905916976,5874.880065468616,5893.615047404044,5893.97600479592,5898.056153989226,5864.779149865709,5637.1553,14371,5788.1449126426305
170,7785.88490285214,7809.969469274375,7808.410141959972,7812.9431192980555,7807.883573707753,7795.928167976372,7923.0273,10945,7842.062056746042
171,2281.4266222201277,2277.3108610224076,2268.374109146087,2274.121972905271,2270.7695868818796,2240.290870150929,2224.844,5026,2236.6624569288697
172,5475.165965969156,5484.38540069836,5517.785858492094,5515.996486577368,5518.65524606507,5509.388259038713,5254.5312,6381,5421.648007074959
173,9121.988828244788,9199.864936921153,9218.429676557107,9215.562163910148,9221.305253277847,9197.56638235819,9208.429,14364,9205.809791358875
174,5902.836816950603,5905.325528152865,5893.626075341674,5896.76706276417,5890.820330465105,5902.733183218119,5758.854,4709,5851.989173945859
175,5197.651438072184,5224.872610317513,5212.009777369794,5213.7182975765445,5215.9322925618035,5228.073058902739,5330.348,5456,5263.847885158567
176,2865.279938912029,2894.0733454776428,2867.917408806014,2867.898697710998,2867.3440031845125,2897.7091597716353,2758.4363,1395,2848.143005413637
177,5297.015875936483,5333.077591513235,5344.612966449909,5336.657904148237,5343.046269997866,5357.2979214099205,5339.643,13194,5351.549919610479
178,19455.052759792743,19416.910592938395,19285.016823497645,19315.618274718043,19287.493292445182,19258.74687500689,19220.562,27672,19245.44463532129
179,10742.105264492951,10780.4559044639,10837.400964195569,10839.417625108768,10848.172710041665,10802.80222680153,10493.333,16498,10699.392089009356
180,5445.632169942595,5469.1903456749815,5468.903942144742,5469.40840863781,5470.921280596625,5461.216352768181,5191.848,5004,5368.732698888092
181,18860.583297430618,18901.925090412708,18874.955497705578,18883.43110580068,18862.641551129775,18922.500640350063,18968.3,32445,18936.738791915377
182,6576.00298587108,6596.705251600982,6573.26713544242,6576.14487009603,6570.625202944084,6588.873382076972,6647.3667,5773,6608.896804440497
183,6735.347600032766,6779.8943061992095,6775.990952649872,6772.90493373129,6773.996999765687,6798.700060977935,6548.252,16234,6711.465462241083
184,5856.863941528411,5901.852831043173,5899.098518277922,5895.862129478226,5900.4696996006805,5939.1273125148255,5760.7534,5397,5876.07725947571
185,6824.858447428671,6896.942697742523,6919.897523375473,6915.347190440605,6924.495944155311,6928.803832847212,6915.602,26882,6926.620377992205
186,11323.954324275393,11311.433144187838,11213.595710441186,11226.31797068018,11192.284883599907,11290.436696373612,11884.553,6462,11491.23880723613
187,8515.922989211056,8524.436753533799,8499.190165116344,8506.424056435755,8491.520468451898,8477.407526392179,8390.64,22982,8448.589346242687
188,5739.904919343299,5769.013866475398,5765.705468227415,5763.503623317436,5765.784340945837,5782.574311466713,5758.854,18075,5774.277557236052
189,5472.480496710064,5467.408027308404,5470.046516455881,5476.278613725643,5474.842833984659,5440.655472895567,5537.116,26809,5476.289229075306
190,12547.619797775882,12635.381591228333,12601.100060754132,12595.690077616273,12611.789539684989,12640.312390050336,12457.359,7534,12577.308138841947
191,5652.173265248692,5692.226222796177,5697.0357960214005,5696.818264680778,5703.711855298708,5705.613822100658,5611.113,1043,5673.903517457656
192,6250.486745458156,6291.854374435535,6291.9661163591145,6290.543284073181,6297.211116674133,6276.485135854344,6574.0083,4701,6382.920041331886
193,11199.660748623668,11286.378657740886,11307.638998854096,11300.088441961223,11317.804685188794,11359.321499579744,11311.1,20640,11342.892176787336
194,6677.905516880039,6711.3072089906,6671.211799589092,6674.382039018727,6662.997232778771,6719.372990570851,6852.0967,22648,6763.436458048144
195,6620.845907363097,6638.898289364529,6661.638207102107,6660.53497993904,6660.701288611867,6659.3117760364685,6662.1865,11018,6661.288595155839
196,5553.190138106779,5577.720902425683,5595.061426617233,5594.680433184074,5599.409844763961,5534.466276837642,5248.943,6201,5439.878711125793
197,4111.696139817046,4096.448366246254,4092.8181191506574,4098.277687587486,4098.047451941704,4069.067130493509,3857.8438,4208,3996.58979097564
198,8737.016409563548,8801.448718818652,8767.394879490283,8767.701243075247,8758.784006890533,8841.620121808057,8764.1455,8701,8811.900892909682
199,6384.638848217575,6382.794413212169,6381.798134212973,6383.384442836379,6378.236808948862,6411.338927414797,5816.3296,21257,6201.84799010058
200,5514.457446019025,5510.2052044023,5491.18376516803,5496.416119329388,5489.903457935139,5496.413759314246,5611.4106,4005,5535.981397115805
201,22138.760151035473,22121.98614755357,22137.615187229905,22173.142873311022,22175.497077346074,21831.714591687018,22924.305,35433,22233.528505213988
202,6871.040423152903,6888.802113844006,6865.63871467005,6867.621714503154,6866.59679327319,6859.888553312878,6739.533,5090,6818.842046704658
203,10879.952517109788,10914.348140373137,10907.612810239938,10919.935200880227,10920.92898113238,10845.68068062201,11884.553,27039,11213.887401698876
204,2643.3689677401417,2676.589181641086,2676.968311181102,2672.7534331876386,2676.6777875155026,2704.443169390113,2408.0598,3482,2600.5131762427095
205,10227.936092164833,10276.10042996336,10302.230328219517,10300.643852599203,10292.99419319299,10300.593746176297,10869.738,12049,10500.9286909214
