id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price,flag,year_map,price_map,odometer_map,fold,pred
469,baltimore,2008,ford,good,8 cylinders,gas,164376,clean,automatic,fwd,full-size,sedan,black,md,4944.0,train,8,0,0,0.0,4939.301849228032
472,daytona beach,2003,toyota,excellent,4 cylinders,gas,219930,clean,automatic,fwd,mid-size,SUV,red,-1,2358.0,train,8,0,1,0.0,6447.902014263102
486,richmond,2010,honda,like new,4 cylinders,gas,155780,clean,automatic,fwd,full-size,sedan,silver,va,2578.0,train,8,0,0,0.0,7152.422747509171
496,buffalo,2006,bmw,excellent,6 cylinders,gas,100452,clean,automatic,fwd,full-size,SUV,grey,ny,6336.0,train,8,0,0,0.0,6991.362003726637
510,rhode island,1999,chevrolet,fair,4 cylinders,gas,132995,missing,manual,fwd,mid-size,coupe,green,ri,1211.0,train,7,0,0,0.0,4624.243149658937
518,central NJ,2006,toyota,excellent,4 cylinders,gas,184450,clean,automatic,4wd,mid-size,SUV,black,nj,7960.0,train,8,0,1,0.0,8754.7104786578
526,central NJ,2010,toyota,excellent,6 cylinders,gas,155056,clean,automatic,fwd,mid-size,sedan,silver,nj,32376.0,train,8,3,0,0.0,7279.887277568043
546,phoenix,2013,ford,excellent,4 cylinders,gas,221594,clean,automatic,fwd,full-size,sedan,white,az,5407.0,train,9,0,1,0.0,10698.354177255098
550,grand rapids,2016,ford,excellent,8 cylinders,diesel,58580,clean,automatic,4wd,full-size,truck,black,-1,75891.0,train,9,7,0,0.0,45499.414557388634
556,st cloud,1998,ram,fair,6 cylinders,gas,138051,clean,manual,4wd,full-size,pickup,silver,mn,13768.0,train,7,1,0,0.0,8992.067633366936
560,saginaw-midland-baycity,2009,ford,fair,4 cylinders,gas,150097,clean,automatic,fwd,mid-size,sedan,white,mi,1286.0,train,8,0,0,0.0,6514.579570318443
562,york,2011,ram,excellent,6 cylinders,diesel,41778,clean,automatic,4wd,full-size,truck,black,pa,23205.0,train,8,2,0,0.0,31658.489524685825
570,yuba-sutter,2009,ford,good,6 cylinders,gas,216323,clean,manual,fwd,full-size,pickup,green,-1,1650.0,train,8,0,1,0.0,4110.023445857892
587,richmond,2012,honda,excellent,4 cylinders,gas,168845,clean,automatic,4wd,mid-size,sedan,black,va,4701.0,train,9,0,0,0.0,10748.284283431929
593,columbus,2016,buick,excellent,6 cylinders,gas,151501,clean,automatic,fwd,mid-size,coupe,blue,oh,15793.0,train,9,1,0,0.0,9675.915591370382
602,south bend / michiana,2006,ram,good,6 cylinders,diesel,185045,clean,manual,4wd,full-size,truck,silver,-1,17638.0,train,8,1,1,0.0,14758.8293855267
603,green bay,2012,chevrolet,excellent,6 cylinders,gas,131405,clean,automatic,4wd,full-size,truck,white,wi,15178.0,train,9,1,0,0.0,20160.994186425112
611,merced,2017,subaru,like new,4 cylinders,gas,-1,clean,automatic,4wd,mid-size,wagon,black,-1,16132.0,train,9,1,0,0.0,23386.804239125064
636,syracuse,2007,kia,excellent,4 cylinders,gas,209178,clean,automatic,fwd,full-size,sedan,blue,-1,7193.0,train,8,0,1,0.0,6534.988239149696
659,pittsburgh,2012,ford,excellent,8 cylinders,diesel,34353,clean,automatic,4wd,full-size,pickup,black,pa,39649.0,train,9,4,0,0.0,27093.19699056434
678,st cloud,1990,chevrolet,excellent,8 cylinders,diesel,102002,clean,automatic,4wd,full-size,truck,blue,mn,12956.0,train,6,1,0,0.0,24168.977618679346
695,columbus,2006,chevrolet,excellent,8 cylinders,gas,211863,clean,automatic,4wd,full-size,sedan,silver,oh,19110.0,train,8,1,1,0.0,7241.122591951458
708,omaha / council bluffs,2012,nissan,excellent,6 cylinders,gas,75910,clean,automatic,fwd,compact,sedan,grey,ia,6758.0,train,9,0,0,0.0,11213.545480384511
731,knoxville,2007,bmw,like new,6 cylinders,gas,112789,clean,manual,4wd,full-size,SUV,black,tn,24055.0,train,8,2,0,0.0,11953.42361851813
736,treasure coast,1960,ford,like new,6 cylinders,gas,11939,clean,automatic,rwd,full-size,truck,green,fl,16191.0,train,3,1,0,0.0,19711.06385297559
749,grand rapids,2016,chevrolet,excellent,6 cylinders,gas,99150,rebuilt,automatic,rwd,mid-size,sedan,silver,mi,8885.0,train,9,0,0,0.0,19775.880776849022
757,pueblo,1993,chevrolet,fair,8 cylinders,gas,132326,clean,manual,4wd,full-size,truck,green,co,3238.0,train,7,0,0,0.0,6185.588232938997
773,modesto,2009,ford,good,8 cylinders,gas,258371,clean,manual,fwd,compact,truck,black,ca,11645.0,train,8,1,1,0.0,7721.406405763085
785,mobile,1986,ram,fair,6 cylinders,gas,146265,clean,manual,rwd,full-size,pickup,black,-1,15108.0,train,6,1,0,0.0,11474.830679361343
787,redding,2007,bmw,excellent,6 cylinders,gas,127356,clean,automatic,fwd,mid-size,sedan,white,ca,5709.0,train,8,0,0,0.0,6482.883148796549
789,spokane / coeur d'alene,2016,chevrolet,excellent,8 cylinders,gas,17573,rebuilt,manual,4wd,full-size,SUV,white,id,22750.0,train,9,2,0,0.0,35719.74704068462
811,nashville,2018,chevrolet,excellent,4 cylinders,gas,28006,rebuilt,automatic,fwd,full-size,coupe,white,tn,48692.0,train,9,4,0,0.0,22030.265209672867
822,fayetteville,2008,dodge,good,6 cylinders,gas,136077,clean,automatic,fwd,mid-size,SUV,green,-1,4499.0,train,8,0,0,0.0,7857.968090761879
828,new haven,2011,chevrolet,excellent,4 cylinders,gas,94553,clean,automatic,fwd,mid-size,other,green,ct,7791.0,train,8,0,0,0.0,8654.849639977256
835,greenville / upstate,1999,ford,excellent,6 cylinders,gas,115989,rebuilt,other,4wd,full-size,truck,black,-1,38742.0,train,7,3,0,0.0,20917.632449661432
837,chico,2013,ford,excellent,6 cylinders,gas,190464,clean,automatic,fwd,full-size,SUV,black,ca,7675.0,train,9,0,1,0.0,13011.19231129278
840,topeka,2006,ford,fair,8 cylinders,gas,339138,clean,manual,rwd,full-size,truck,green,ks,1067.0,train,8,0,1,0.0,2009.9375300012227
841,fredericksburg,2003,mercedes-benz,good,8 cylinders,gas,151309,clean,automatic,rwd,full-size,truck,black,va,19211.0,train,8,1,0,0.0,11652.072373945837
842,rochester,2011,chevrolet,like new,4 cylinders,gas,116333,salvage,automatic,fwd,full-size,SUV,black,ny,24746.0,train,8,2,0,0.0,13989.678545972349
843,austin,1996,ram,fair,6 cylinders,diesel,222034,clean,automatic,4wd,full-size,truck,white,tx,2832.0,train,7,0,1,0.0,11549.181812035698
846,treasure coast,1985,chevrolet,fair,6 cylinders,gas,117166,clean,automatic,rwd,full-size,coupe,green,fl,4462.0,train,6,0,0,0.0,6504.2910718965995
880,erie,2008,bmw,excellent,6 cylinders,gas,221300,rebuilt,automatic,4wd,full-size,truck,black,pa,6632.0,train,8,0,1,0.0,13415.04469265499
883,minneapolis / st paul,2010,jeep,excellent,6 cylinders,diesel,138679,clean,automatic,4wd,full-size,SUV,black,mn,22638.0,train,8,2,0,0.0,19578.989449031495
896,tucson,2017,ford,like new,8 cylinders,gas,31164,clean,manual,rwd,full-size,SUV,green,az,19204.0,train,9,1,0,0.0,29676.31566206926
901,central NJ,2015,ford,like new,6 cylinders,gas,94779,rebuilt,automatic,rwd,mid-size,van,white,nj,4088.0,train,9,0,0,0.0,19496.12862997465
918,des moines,2009,honda,excellent,4 cylinders,gas,159797,clean,automatic,fwd,full-size,sedan,blue,ia,22575.0,train,8,2,0,0.0,9577.967399445663
927,albuquerque,2003,toyota,good,6 cylinders,gas,118626,clean,automatic,fwd,full-size,sedan,green,nm,5308.0,train,8,0,0,0.0,5682.966948473324
936,madison,2012,nissan,good,4 cylinders,gas,86272,lien,automatic,fwd,compact,sedan,green,wi,5441.0,train,9,0,0,0.0,7226.2754124191115
960,pittsburgh,2013,ford,good,6 cylinders,gas,111462,clean,manual,fwd,compact,sedan,silver,pa,39535.0,train,9,4,0,0.0,9749.886403700606
967,cleveland,2016,chevrolet,good,8 cylinders,gas,113080,clean,automatic,4wd,full-size,SUV,black,oh,8197.0,train,9,0,0,0.0,15654.772791393454
968,inland empire,2013,ford,good,4 cylinders,gas,20756,clean,automatic,rwd,full-size,sedan,black,ca,26067.0,train,9,2,0,0.0,18442.32786107677
977,hudson valley,2006,ford,good,6 cylinders,gas,186717,clean,automatic,4wd,mid-size,SUV,black,ny,24838.0,train,8,2,1,0.0,6573.670502982495
1011,western slope,2011,hyundai,good,6 cylinders,gas,202353,clean,manual,fwd,full-size,SUV,white,co,3679.0,train,8,0,1,0.0,6158.296399031768
1019,san diego,2014,honda,excellent,4 cylinders,gas,151816,clean,manual,fwd,compact,hatchback,silver,ca,8080.0,train,9,0,0,0.0,6583.653521186557
1020,central NJ,2010,ford,excellent,4 cylinders,gas,105950,clean,automatic,fwd,full-size,SUV,black,nj,40768.0,train,8,4,0,0.0,11347.658775024907
1032,pittsburgh,2016,ford,new,6 cylinders,gas,26592,clean,automatic,fwd,mid-size,sedan,grey,-1,23063.0,train,9,2,0,0.0,19496.39634499659
1054,fargo / moorhead,2018,bmw,excellent,6 cylinders,gas,68848,clean,automatic,fwd,mid-size,coupe,black,-1,20585.0,train,9,2,0,0.0,23732.831141451345
1056,houston,2014,volkswagen,like new,4 cylinders,gas,176374,clean,automatic,fwd,full-size,sedan,green,tx,4890.0,train,9,0,1,0.0,7169.442814767292
1059,central NJ,2013,ford,good,6 cylinders,gas,35848,clean,automatic,rwd,mid-size,van,green,nj,17409.0,train,9,1,0,0.0,19031.97619939247
1071,tucson,2009,acura,excellent,6 cylinders,-1,196699,clean,automatic,fwd,mid-size,sedan,white,-1,5445.0,train,8,0,1,0.0,7618.817273708864
1079,norfolk / hampton roads,2006,ford,good,6 cylinders,gas,311076,-1,manual,fwd,full-size,-1,green,va,1183.0,train,8,0,1,0.0,3213.503086766261
1095,baltimore,1995,pontiac,excellent,6 cylinders,gas,88385,clean,automatic,rwd,full-size,sedan,white,-1,2476.0,train,7,0,0,0.0,10073.69108575547
1106,central NJ,2015,nissan,excellent,6 cylinders,gas,148801,clean,automatic,fwd,full-size,sedan,blue,nj,5029.0,train,9,0,0,0.0,9553.823162283019
1141,albuquerque,2003,mazda,good,4 cylinders,gas,130127,clean,manual,fwd,mid-size,coupe,green,nm,1726.0,train,8,0,0,0.0,4941.275203103705
1168,las vegas,2010,ford,excellent,4 cylinders,gas,175757,rebuilt,automatic,4wd,mid-size,sedan,white,-1,5133.0,train,8,0,0,0.0,14087.235326786327
1183,fort wayne,2014,honda,like new,4 cylinders,gas,151039,clean,automatic,fwd,full-size,sedan,silver,in,5548.0,train,9,0,0,0.0,7501.495612564049
1195,sacramento,2015,chevrolet,like new,4 cylinders,gas,82363,clean,automatic,fwd,full-size,sedan,black,ca,9899.0,train,9,0,0,0.0,10853.000223078525
1209,bakersfield,2018,honda,like new,4 cylinders,gas,46843,clean,automatic,fwd,mid-size,sedan,grey,ca,14390.0,train,9,1,0,0.0,15555.190031410122
1219,flagstaff / sedona,2012,chevrolet,fair,4 cylinders,gas,119518,salvage,automatic,fwd,full-size,sedan,green,-1,17265.0,train,9,1,0,0.0,5963.515651314361
1232,rhode island,2014,honda,excellent,4 cylinders,gas,220965,clean,automatic,fwd,compact,sedan,blue,-1,2064.0,train,9,0,1,0.0,5885.476422685509
1241,toledo,2016,honda,excellent,4 cylinders,gas,156241,clean,automatic,fwd,compact,sedan,grey,-1,12054.0,train,9,1,0,0.0,7945.622948710185
1249,north jersey,2008,toyota,fair,6 cylinders,gas,264226,rebuilt,manual,fwd,mid-size,SUV,red,nj,7722.0,train,8,0,1,0.0,2261.6349558594484
1301,harrisburg,2012,mazda,excellent,4 cylinders,gas,125722,rebuilt,manual,fwd,mid-size,sedan,blue,pa,7872.0,train,9,0,0,0.0,8727.610616553462
1308,south dakota,2007,ford,excellent,4 cylinders,gas,169454,clean,automatic,fwd,mid-size,SUV,black,sd,13589.0,train,8,1,0,0.0,7253.765364570873
1312,rhode island,2011,gmc,good,6 cylinders,-1,123689,clean,automatic,4wd,full-size,truck,silver,ri,22889.0,train,8,2,0,0.0,15115.399303647975
1316,sarasota-bradenton,2013,honda,excellent,4 cylinders,gas,131499,clean,automatic,fwd,mid-size,sedan,grey,-1,7640.0,train,9,0,0,0.0,8394.193457365827
1321,las vegas,2021,bmw,excellent,6 cylinders,gas,50299,clean,manual,rwd,mid-size,sedan,black,nv,24569.0,train,9,2,0,0.0,23072.218457906503
1324,houston,2013,buick,like new,4 cylinders,gas,77930,clean,automatic,fwd,compact,coupe,blue,tx,5055.0,train,9,0,0,0.0,14387.577097023815
1347,north jersey,2007,volkswagen,like new,6 cylinders,gas,90170,clean,automatic,fwd,full-size,SUV,blue,nj,8529.0,train,8,0,0,0.0,7812.132344534651
1363,madison,2005,dodge,excellent,6 cylinders,gas,78929,lien,automatic,rwd,full-size,pickup,black,wi,14442.0,train,8,1,0,0.0,16932.287293814847
1369,harrisonburg,2008,toyota,good,4 cylinders,gas,192253,clean,automatic,fwd,compact,sedan,blue,va,4631.0,train,8,0,1,0.0,3618.6244882349197
1395,rockford,2015,subaru,good,4 cylinders,gas,149886,lien,automatic,fwd,full-size,SUV,black,il,7161.0,train,9,0,0,0.0,12774.521461287934
1398,columbus,2004,toyota,good,4 cylinders,gas,122582,clean,manual,fwd,full-size,SUV,red,oh,6658.0,train,8,0,0,0.0,5145.340383789908
1399,los angeles,2009,bmw,excellent,8 cylinders,gas,104843,clean,automatic,4wd,mid-size,SUV,silver,ca,27497.0,train,8,2,0,0.0,16640.27528035663
1421,charlotte,2014,niѕsan,excellent,4 cylinders,-1,82113,clean,automatic,4wd,mid-size,sedan,black,nc,9627.0,train,9,0,0,0.0,14836.90005855752
1423,anchorage / mat-su,2008,bmw,excellent,4 cylinders,gas,-1,clean,automatic,fwd,mid-size,sedan,blue,ak,16235.0,train,8,1,0,0.0,14034.31645174894
1425,springfield,2004,bmw,excellent,6 cylinders,gas,130801,clean,manual,rwd,mid-size,convertible,silver,-1,16949.0,train,8,1,0,0.0,8539.35104633443
1442,nashville,1999,chevrolet,good,8 cylinders,gas,158208,clean,automatic,4wd,full-size,truck,green,tn,5526.0,train,7,0,0,0.0,10229.530056222759
1457,erie,2011,bmw,like new,6 cylinders,gas,92997,rebuilt,automatic,rwd,mid-size,sedan,silver,pa,20455.0,train,8,2,0,0.0,13262.437086713857
1459,toledo,2014,lexus,excellent,4 cylinders,gas,98921,clean,automatic,fwd,mid-size,sedan,silver,oh,17857.0,train,9,1,0,0.0,9874.301526296054
1480,harrisonburg,2011,toyota,good,6 cylinders,gas,53508,clean,manual,fwd,full-size,truck,black,va,5807.0,train,8,0,0,0.0,12645.672225121603
1484,cedar rapids,2016,subaru,excellent,4 cylinders,gas,101371,clean,automatic,4wd,compact,wagon,white,ia,16797.0,train,9,1,0,0.0,13051.171227509556
1504,la crosse,2012,bmw,excellent,6 cylinders,gas,13560,clean,manual,fwd,mid-size,sedan,silver,wi,24632.0,train,9,2,0,0.0,17160.31116095377
1519,york,2012,bmw,excellent,6 cylinders,gas,114258,clean,manual,4wd,mid-size,sedan,silver,pa,16592.0,train,9,1,0,0.0,16644.691021874743
1544,houston,1998,ford,good,4 cylinders,gas,256891,clean,manual,rwd,full-size,convertible,green,tx,1672.0,train,7,0,1,0.0,6829.739451237109
1547,albany,2013,bmw,excellent,8 cylinders,gas,102835,clean,automatic,4wd,mid-size,sedan,black,-1,4467.0,train,9,0,0,0.0,13969.795016328653
1550,binghamton,2008,chevrolet,good,4 cylinders,gas,197497,clean,automatic,fwd,mid-size,sedan,black,ny,6827.0,train,8,0,1,0.0,3609.368847580776
1554,norfolk / hampton roads,2007,volkswagen,good,4 cylinders,gas,100309,clean,automatic,fwd,mid-size,sedan,grey,va,6203.0,train,8,0,0,0.0,4292.276454558819
1561,los angeles,2019,kia,like new,4 cylinders,gas,88903,clean,automatic,fwd,compact,sedan,grey,ca,14795.0,train,9,1,0,0.0,12661.070305690431
1563,pittsburgh,2012,ford,excellent,6 cylinders,gas,37280,rebuilt,automatic,rwd,mid-size,coupe,white,pa,14712.0,train,9,1,0,0.0,21046.529669679145
1568,detroit metro,2011,bmw,like new,6 cylinders,gas,134026,clean,automatic,fwd,mid-size,sedan,blue,mi,6682.0,train,8,0,0,0.0,10166.667819320319
1601,dallas / fort worth,2011,volkswagen,like new,4 cylinders,gas,126640,clean,manual,fwd,compact,sedan,black,tx,6920.0,train,8,0,0,0.0,6075.1905003826705
1603,new york city,2018,audi,excellent,4 cylinders,-1,74842,clean,automatic,fwd,mid-size,wagon,grey,ny,19858.0,train,9,1,0,0.0,16589.206624799193
1607,sacramento,2011,acura,good,4 cylinders,gas,161110,clean,automatic,fwd,mid-size,sedan,grey,ca,3689.0,train,8,0,0,0.0,5041.965344648083
1618,central NJ,2010,ram,excellent,6 cylinders,diesel,125175,clean,automatic,4wd,full-size,pickup,black,nj,21736.0,train,8,2,0,0.0,22088.98275131493
1623,dallas / fort worth,2015,toyota,excellent,4 cylinders,gas,129133,clean,automatic,fwd,mid-size,sedan,silver,tx,9620.0,train,9,0,0,0.0,7637.527237395287
1637,columbia,1993,ram,like new,8 cylinders,diesel,99192,clean,manual,4wd,full-size,pickup,blue,-1,22029.0,train,7,2,0,0.0,20813.941836768245
1638,rhode island,2008,nissan,excellent,4 cylinders,gas,132056,clean,automatic,fwd,full-size,hatchback,black,ri,8458.0,train,8,0,0,0.0,7439.9304023095965
1665,san diego,2012,volkswagen,like new,4 cylinders,gas,85028,clean,automatic,fwd,mid-size,sedan,silver,ca,11665.0,train,9,1,0,0.0,8357.933233942373
1668,tallahassee,2018,kia,excellent,4 cylinders,gas,87843,clean,manual,fwd,compact,sedan,blue,fl,9041.0,train,9,0,0,0.0,10675.905194891038
1674,baltimore,2015,ram,excellent,6 cylinders,diesel,153380,clean,manual,4wd,full-size,truck,silver,md,24560.0,train,9,2,0,0.0,28629.15241563634
1683,SF bay area,2006,ford,excellent,6 cylinders,diesel,139973,clean,other,4wd,full-size,truck,black,ca,5487.0,train,8,0,0,0.0,20013.589420677672
1688,san antonio,1998,ford,excellent,8 cylinders,-1,102860,clean,automatic,4wd,full-size,coupe,black,tx,5032.0,train,7,0,0,0.0,13863.176489133848
1698,dayton / springfield,2012,mini,fair,4 cylinders,gas,79963,clean,manual,fwd,full-size,hatchback,silver,oh,3092.0,train,9,0,0,0.0,5759.458571259695
1714,oregon coast,2014,honda,excellent,4 cylinders,gas,114209,clean,automatic,fwd,full-size,SUV,grey,or,8007.0,train,9,0,0,0.0,10002.171272048372
1729,omaha / council bluffs,2015,honda,like new,4 cylinders,gas,55938,clean,automatic,4wd,full-size,SUV,white,ia,36933.0,train,9,3,0,0.0,25206.84175166318
1730,colorado springs,2001,ford,like new,8 cylinders,gas,162969,clean,manual,4wd,full-size,truck,black,co,19788.0,train,7,1,0,0.0,16513.677576806553
1756,central NJ,1987,ford,good,8 cylinders,gas,103457,clean,automatic,rwd,full-size,truck,blue,nj,2875.0,train,6,0,0,0.0,10642.06495102511
1757,north jersey,2011,ford,excellent,8 cylinders,gas,65765,clean,automatic,4wd,full-size,pickup,silver,nj,28048.0,train,8,2,0,0.0,18766.42127262107
1790,albany,2012,honda,excellent,4 cylinders,gas,232463,clean,automatic,4wd,mid-size,SUV,blue,ny,7103.0,train,9,0,1,0.0,9582.123436647138
1791,boulder,2014,ford,excellent,6 cylinders,gas,75465,rebuilt,automatic,4wd,full-size,SUV,blue,co,13367.0,train,9,1,0,0.0,16316.16741820547
1797,redding,2017,chevrolet,excellent,6 cylinders,gas,40487,rebuilt,automatic,fwd,full-size,coupe,white,ca,18900.0,train,9,1,0,0.0,25597.455619806282
1817,cleveland,2015,toyota,excellent,4 cylinders,gas,168645,clean,automatic,fwd,compact,sedan,white,-1,5811.0,train,9,0,0,0.0,7980.65712804554
1822,dayton / springfield,2002,gmc,good,8 cylinders,gas,147199,clean,manual,4wd,full-size,truck,black,-1,4834.0,train,8,0,0,0.0,11378.396856860076
