id,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,price,pred
126,2295.320414721012,2302.5565465442455,2272.5583711963236,2283.141121927687,2258.6887083730153,2278.5388,1161,2286.6557214072254
127,8956.362932848271,8847.469659146962,8841.994208701613,8880.431982301761,8575.947865646993,8679.866,22234,8807.194290086092
128,10681.95715547406,10795.955166394278,10592.578078027824,10770.305705858336,10339.476328772354,10727.079,50072,10686.36324619868
129,8845.88134348257,8701.777351253995,8762.511451128039,8683.528343780594,8716.360002955755,7998.586,6278,8447.51260740734
130,4512.894838275788,4547.841066480336,4528.280320641303,4501.503749862704,4382.3897027881385,4485.6494,6008,4482.48519355993
131,14206.034442739478,14472.75692268667,14636.357741099373,14797.592904238194,14550.860825409422,16462.385,32528,15245.955661093492
132,8820.295753054068,8830.631989423706,8670.631724389918,8813.764558301764,8715.851285265475,8252.447,12681,8571.856740083691
133,9760.279454894657,9757.023112270972,9646.409431035601,9817.72894988968,9264.974954366853,8665.804,24342,9227.169713328545
134,23638.760050937304,23574.927472096642,23670.018104275463,23794.736649986,23363.155215614865,23089.76,18140,23364.380437072647
135,21554.45731103578,21332.6483807032,21687.181179897078,21798.37992011413,21576.83710032354,20266.182,21581,20961.790610533983
136,19016.480831213583,19156.365692779204,19073.25459876336,18996.804214503445,19134.52366739694,18700.795,17793,18866.964422949946
137,7593.961445836481,7615.543361592838,7661.101472415755,7627.396600942739,7485.637492608143,7357.3735,7533,7463.619840746021
138,18974.271631994914,19231.933218483548,18745.92900193413,19140.537628904913,19277.4790789796,19118.465,13083,19115.488171385106
139,5796.247605877723,5697.454826827319,5783.3112320536175,5792.509577046265,5886.840651638103,6221.397,10849,6007.175895621414
140,2858.3135660595226,2860.7433082799357,2888.618653626797,2824.7899956496144,2799.159870665118,2707.0608,3255,2774.570822721095
141,16282.86727067578,16418.477194316616,16177.520159223495,16505.05549905194,15850.400930727126,17571.914,20732,16865.64555494252
142,4857.606831432324,4849.551408750418,4825.9039523710335,4911.111527645173,4852.401226149012,5119.8184,3226,4988.011940743862
143,4249.293019770661,4279.541482749759,4205.978635246504,4330.530979690782,4229.993989884396,4150.7075,4933,4214.115935095506
144,5515.678821620238,5488.780576882975,5532.650491330143,5419.480066296477,5545.037249132682,5398.1646,5494,5455.216713704847
145,13054.241276353207,12847.554347489837,12948.813649816642,12862.013031007185,12210.004662442208,15265.831,29437,14002.548529121595
146,5622.073463685402,5666.79508424068,5646.183796266711,5622.9862833495545,5424.025881981005,5432.3438,5735,5508.67372563475
147,25061.656939717897,25036.726655263035,24957.955741242513,24619.16185218974,24966.093879617176,22747.059,18419,23967.309109649465
148,2770.944542181536,2751.105377258567,2735.4724469455346,2745.1922032162406,2604.638442204865,2576.1572,5568,2668.7203879276785
149,11588.47692839985,11522.319847909479,11740.284130573335,11704.463263700189,12128.590283358142,11994.851,36197,11815.691624961448
150,3372.97069002086,3336.017595191789,3253.823296428846,3373.8579996261096,3293.2503454720345,3359.1614,5339,3380.185157753016
151,7484.542936336148,7467.535475743542,7483.067278247474,7499.011714622357,7355.194376384652,6901.7207,6472,7203.423200030725
152,14501.319282419445,14601.025621141642,14557.622635277023,14973.1983514489,14446.25593035543,15919.637,18664,15173.533364788103
153,8056.648858993159,8116.030485596943,8100.637589689598,8160.92609158167,7860.164492070984,7992.132,6168,8004.950303632888
154,28457.5936687413,28352.00649552837,28845.318203778697,29125.33005386004,28214.656763218172,24010.955,37070,26359.137440213082
155,13555.46872078295,13717.413458665986,13677.808073138933,13797.734536804232,13444.295345955285,13438.126,28109,13481.360137549975
156,3906.095911569739,3840.770450579202,3795.3652565519915,3805.1331372917775,3599.076701768157,3887.151,22855,3879.8669376076455
157,6245.530642133346,6266.420722980982,6188.32932673714,6233.444273359634,6312.069623205016,6101.442,8146,6193.970363195402
158,7935.710877830278,7855.800160783247,7833.858577720573,7902.42242242492,7566.163440740433,7876.8022,7197,7888.409120484571
159,2621.2858836236915,2590.312425791774,2591.7843211912873,2644.6390395232424,2657.426892112717,2340.3616,3559,2502.631615448764
160,7850.108815075592,7788.645654077572,7911.061445565981,7649.43655626224,7690.1241737077435,8231.072,8589,7987.034824009256
161,9651.002440603752,9598.859085166674,9614.181297617522,9510.83208040506,9551.586256459383,9061.078,21725,9365.639253534418
162,6416.123173450495,6439.321494464696,6445.4421487911895,6446.423713866004,6426.7505987181585,6407.043,7000,6409.434862186134
163,5993.364528893101,5979.910707398537,5978.254032538938,5960.188970726584,5968.05536920765,6250.48,13342,6110.417123308607
164,5506.734659376437,5522.254332069077,5291.894677415598,5415.886353489278,5187.111770040786,4639.468,4653,5102.818140653081
165,11333.789906606879,11238.101484975314,11051.799795120543,11120.9056699008,11205.672726536619,11119.363,20326,11257.648565996777
166,4666.599229181927,4608.282185237376,4590.2284421209015,4611.634418950189,4591.623781199356,4608.1987,3984,4642.8949361745035
167,9503.63867180184,9550.89554184297,9375.441435931689,9519.19053880428,9671.722588439092,9059.0205,16450,9336.74626787236
168,6633.811339523827,6604.700205322792,6634.700476835536,6488.828642803838,6351.532082992177,6506.4634,8708,6536.416992673147
169,5847.173672302361,5822.582877529711,5931.346331463616,5824.516221467395,5933.682214644181,5921.3096,14371,5874.880065468616
170,8050.705437283795,8068.977535935092,8103.196323253051,8144.696917344718,8015.2249150385705,7544.5024,10945,7809.969469274375
171,2423.8676571208225,2415.8953178765923,2498.229659055247,2506.2810845956765,2361.541469353719,2135.2837,5026,2277.3108610224076
172,5366.045529189814,5400.825685425746,5439.582401431624,5300.960260353475,5509.669490304724,5629.9326,6381,5484.38540069836
173,9605.122832824134,9525.224751760115,9596.502175024125,9700.919323170376,9725.921818426586,8679.723,14364,9199.864936921153
174,5882.8584742219155,5923.95060506918,5896.198885568404,5856.8111786022255,5785.131184143589,5964.566,4709,5905.325528152865
175,5074.708522974415,5062.504040851442,5079.532532037876,5173.577566456182,5068.766685713908,5386.0415,5456,5224.872610317513
176,2888.385561527117,2867.210921154081,2806.802029178505,2949.1453308887753,2800.616008824176,2878.7363,1395,2894.0733454776428
177,5215.905820446538,5169.167490802357,5134.5113251681205,5006.384230514888,5265.393357150173,5457.4604,13194,5333.077591513235
178,19296.689866510118,19345.39675978875,19480.479254544967,19435.500996578692,18531.480913340012,19774.596,27672,19416.910592938395
179,10658.097736950944,10681.952141672373,10875.573442922376,10834.811004029696,10992.188916720073,10904.051,16498,10780.4559044639
180,5486.263027097709,5461.745504259576,5504.5102111339775,5490.898366214802,5489.256979999351,5453.2065,5004,5469.1903456749815
181,19188.096644117904,19340.322907980633,19177.799970240598,19274.580688363578,18954.376700413733,18613.764,32445,18901.925090412708
182,6667.396558265771,6678.964507388838,6637.265071905669,6687.038812800524,6534.103874848035,6530.4326,5773,6596.705251600982
183,6822.204259857374,6804.763196230847,6750.526139825095,6795.593894176224,6814.263089766048,6708.855,16234,6779.8943061992095
184,5706.581321409451,5701.133499870047,5646.73503887867,5751.726166954688,5762.413722967127,6086.506,5397,5901.852831043173
185,6994.4762561318485,6946.415498132767,6976.617256352013,7130.58472171183,7193.8163986787895,6708.98,26882,6896.942697742523
186,11601.365521144973,11765.163806200475,11450.066192623426,11564.566278692197,10952.152002711176,11077.654,6462,11311.433144187838
187,9037.552407475076,9063.187497149129,9048.583730992788,9020.718034421463,8788.455839832019,7992.132,22982,8524.436753533799
188,5657.06207546423,5642.380667506796,5620.492275723544,5607.596360983501,5655.038312804168,5892.504,18075,5769.013866475398
189,5410.5547619089875,5424.871533719784,5543.556705235223,5475.513675710998,5410.176159289357,5573.8203,26809,5467.408027308404
190,12070.708914216517,11921.752759057123,11964.105088263954,12024.902898822567,12050.962069218273,13252.765,7534,12635.381591228333
191,5532.759622937894,5504.925935129442,5561.15855694936,5658.89530062171,5640.187433152751,5842.7954,1043,5692.226222796177
192,6292.419716924269,6212.549722768842,6297.768008043461,6288.220203531448,6327.065284064087,6281.0537,4701,6291.854374435535
193,10709.607886690705,10669.187160457244,10685.209453733554,10803.40327652832,10988.302799200032,11868.121,20640,11286.378657740886
194,6956.48108968136,7000.705990083679,6842.037178172355,7047.840791614757,6741.17328429822,6420.12,22648,6711.3072089906
195,6629.13580180408,6661.18443252435,6671.608634133652,6583.459803037309,6713.655308333449,6656.665,11018,6638.898289364529
196,5825.097735041874,5735.4027982714,5896.309195639592,5745.784402322523,5871.8599062885205,5313.4434,6201,5577.720902425683
197,3884.5937520876473,3891.7097398792166,4002.538334240962,3890.846831651058,3857.7319653211443,4391.621,4208,4096.448366246254
198,9050.535525008692,9100.02492576853,8888.373308538574,9210.60143197116,8910.180915740895,8461.111,8701,8801.448718818652
199,6153.727523910705,6239.79369638248,6171.183516479949,6104.584607864208,6118.544210114015,6676.083,21257,6382.794413212169
200,5452.950514801198,5492.2104731148775,5487.156542994161,5461.985301917821,5326.840938346924,5618.242,4005,5510.2052044023
201,22676.36356209697,22477.73840213026,23475.123536691677,23068.913017055595,22664.795284129737,21704.727,35433,22121.98614755357
202,6847.823655805591,6806.857944290356,6839.652413445831,6776.730680604058,6714.870599464667,6970.951,5090,6888.802113844006
203,11105.820392731992,11054.15229228218,11320.913342652502,11433.959577528105,11121.78179820831,10714.308,27039,10914.348140373137
204,2605.2815761978077,2587.511290518071,2533.0162079908514,2600.9856600173794,2649.34154125941,2722.2524,3482,2676.589181641086
205,10830.534872172298,10881.734518369194,10811.807429040675,10815.436147749702,10868.058801542365,9623.155,12049,10276.10042996336
206,5484.620071147936,5482.604793289839,5450.837448465372,5500.724440418425,5353.9525590578,5397.715,14722,5438.148371838769
207,11032.853524511764,11010.846364217681,11255.35632285988,10832.014402853863,11138.438304686086,11353.241,12713,11139.706637585108
208,8417.210050218671,8412.801259746982,8417.762270011508,8377.989685809465,8450.696484300719,7982.385,21419,8216.55974639157
209,7446.722930701745,7626.7176405898235,7670.7145137217985,7306.359502638754,7374.016835277151,7160.797,4201,7252.839855136383
210,9639.579760018447,9589.965903076205,9734.113626490385,9677.740246175943,9569.638701598642,10423.693,7317,9983.344828411251
211,6639.251288149324,6544.787668223862,6704.566204671166,6483.756990873458,6587.117343722235,6500.301,6335,6549.993312954201
212,4940.286939492103,4937.59505221311,4933.5793366757525,4950.177041971243,4937.369227873157,5146.589,4382,5037.430881717608
213,13595.771252539407,13741.391314596007,13314.860240599335,13788.094854941763,13693.187982681633,14984.157,16259,14306.252275511408
214,7234.787047987068,7268.221856806989,7201.5221072692075,7272.8551558025465,7196.509302640809,6922.8022,7539,7093.9629192702805
215,7235.550228078274,7268.988101205101,7270.9300657656295,7402.618144086811,7401.79257295109,7692.9883,10050,7469.137013969101
216,4665.955410624599,4628.1590775263485,4758.112814709909,4668.409998954523,4607.373179424751,4676.4277,6874,4650.264077572582
217,4286.653088712736,4222.197127883181,4284.338448159664,4107.954892117114,4049.124841913628,3890.986,4821,4068.7970336863195
218,6169.14974917822,6157.768452832915,6205.142542980222,6289.220940298021,6268.141663205068,6288.632,8481,6237.317092041714
219,6358.950902785294,6423.167686548125,6357.638050593829,6339.110758508302,6309.219838094286,6341.7285,13481,6342.789519503603
220,6216.964224446212,6193.982137062688,6189.91795180046,6196.414541483291,6288.5399134027475,5768.7964,22134,6020.674715972282
221,5015.1417245331495,4932.632490711676,5000.638452827377,4891.464864859636,4694.510973142029,5398.9243,10717,5156.223379029006
222,4612.929627895889,4511.642226874135,4558.752573892123,4575.249403544219,4665.389832874309,4500.471,12125,4575.87617303765
223,6007.204449674678,5983.111081289767,5939.926418502553,6023.145102871825,5991.900289672635,6480.123,20864,6238.01823187765
224,12500.150293483162,12587.105754142774,12355.099455541578,12336.507500610964,12185.602650344468,14099.676,6252,13219.121768644154
225,22801.45612998242,22837.806938140722,22794.700319592932,22872.744110455038,23049.26627498428,22393.121,13295,22642.87499371909
226,6426.291709573933,6406.6693707220775,6458.811885710337,6368.090033533695,6411.2090174260165,6254.383,27073,6335.971653764104
227,4701.509313684117,4638.839217842055,4648.812096487021,4712.671961651054,4619.618899306717,4591.043,5192,4653.818579094686
228,14850.985686619273,15002.420283357718,14898.105614844084,15174.213759973025,15018.394824453304,17042.854,18391,15893.196442932245
229,5440.362777998197,5458.893472325497,5308.249799784831,5428.380870806287,5484.961949342465,5420.9517,7229,5457.274429096214
230,20506.727322020884,20680.98235671077,20710.669707020857,20371.836724290017,19879.57869933112,20389.459,36030,20338.531095408693
231,6748.507332928288,6726.722429289746,6721.570032127115,6733.774808935501,6692.729487867939,6901.7207,5803,6817.986415025013
232,3252.3953041064487,3255.8771102090864,3313.2937130942746,3212.817337436457,3092.055353692394,3417.049,6455,3298.8385724840814
233,6070.964649884496,6077.343355646611,6056.914559731423,6147.681492680713,5819.747379340521,6240.767,8971,6131.766921479573
234,5330.143013872332,5361.2706101083895,5375.369753731571,5394.252491285195,5305.701035238984,5300.074,6413,5309.628986806842
